"No.","Time","Source","Destination","Protocol","Length","Info","Source_port","Dest_port"
"441","6.361014","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=243449 Win=64860 Len=0","54428","443"
"442","6.362312","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"443","6.362313","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"444","6.362342","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=246309 Win=64860 Len=0","54428","443"
"445","6.369570","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"446","6.370240","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"447","6.370268","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=249169 Win=64860 Len=0","54428","443"
"448","6.374985","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"449","6.376214","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"450","6.376244","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=252029 Win=64860 Len=0","54428","443"
"451","6.382176","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"452","6.383395","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"453","6.383421","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=254889 Win=64860 Len=0","54428","443"
"454","6.389922","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"455","6.391433","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"456","6.391463","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=257749 Win=64860 Len=0","54428","443"
"457","6.397188","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"458","6.398406","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"459","6.398436","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=260609 Win=64860 Len=0","54428","443"
"460","6.404567","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"461","6.406130","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"462","6.406159","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=263469 Win=64860 Len=0","54428","443"
"463","6.412688","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"464","6.413919","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"465","6.413946","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=266329 Win=64860 Len=0","54428","443"
"466","6.419630","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"467","6.421124","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"468","6.421153","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=269189 Win=64860 Len=0","54428","443"
"469","6.427610","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"470","6.428819","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"471","6.428845","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=272049 Win=64860 Len=0","54428","443"
"472","6.434841","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"473","6.436118","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"474","6.436148","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=274909 Win=64860 Len=0","54428","443"
"475","6.443160","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"476","6.444903","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"477","6.444948","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=277769 Win=64860 Len=0","54428","443"
"478","6.450421","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"479","6.451355","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"480","6.451382","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=280629 Win=64860 Len=0","54428","443"
"481","6.459787","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"482","6.460569","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"483","6.460602","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=283489 Win=64860 Len=0","54428","443"
"484","6.465834","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"485","6.466840","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"486","6.466877","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=286349 Win=64860 Len=0","54428","443"
"487","6.472816","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"488","6.474014","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"489","6.474048","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=289209 Win=64860 Len=0","54428","443"
"490","6.480523","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"491","6.482057","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"492","6.482089","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=292069 Win=64860 Len=0","54428","443"
"493","6.488063","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"494","6.491504","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"495","6.491539","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=294929 Win=64860 Len=0","54428","443"
"496","6.497653","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"497","6.498223","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data, Application Data","443","54428"
"498","6.498253","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=297789 Win=64860 Len=0","54428","443"
"499","6.502757","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"500","6.504230","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"501","6.504260","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=300649 Win=64860 Len=0","54428","443"
"502","6.508983","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"503","6.510246","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"504","6.510278","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=303509 Win=64860 Len=0","54428","443"
"505","6.518291","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"506","6.520520","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"507","6.520560","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=306369 Win=64860 Len=0","54428","443"
"508","6.522692","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"509","6.524206","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"510","6.524231","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=309229 Win=64860 Len=0","54428","443"
"511","6.531724","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"512","6.532946","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"513","6.532973","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=312089 Win=64860 Len=0","54428","443"
"514","6.536721","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"515","6.538193","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"516","6.538221","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=314949 Win=64860 Len=0","54428","443"
"517","6.548057","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"518","6.548615","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"519","6.548640","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=317809 Win=64860 Len=0","54428","443"
"520","6.552188","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"521","6.553399","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"522","6.553426","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=320669 Win=64860 Len=0","54428","443"
"523","6.562217","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"524","6.562833","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"525","6.562863","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=323529 Win=64860 Len=0","54428","443"
"526","6.567635","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"527","6.568916","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"528","6.568955","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=326389 Win=64860 Len=0","54428","443"
"529","6.579026","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"530","6.579657","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"531","6.579688","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=329249 Win=64860 Len=0","54428","443"
"532","6.581131","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data, Application Data","443","54428"
"533","6.582108","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"534","6.582134","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=332109 Win=64860 Len=0","54428","443"
"535","6.586898","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"536","6.588088","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"537","6.588118","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=334969 Win=64860 Len=0","54428","443"
"538","6.593434","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"539","6.594587","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"540","6.594613","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=337829 Win=64860 Len=0","54428","443"
"541","6.600345","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"542","6.601580","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"543","6.601599","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=340689 Win=64860 Len=0","54428","443"
"544","6.607092","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"545","6.608338","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"546","6.608363","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=343549 Win=64860 Len=0","54428","443"
"547","6.614230","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"548","6.615778","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"549","6.615805","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=346409 Win=64860 Len=0","54428","443"
"550","6.621346","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"551","6.622543","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"552","6.622571","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=349269 Win=64860 Len=0","54428","443"
"553","6.633339","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"554","6.633930","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"555","6.633962","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=352129 Win=64860 Len=0","54428","443"
"556","6.637281","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"557","6.638484","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"558","6.638514","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=354989 Win=64860 Len=0","54428","443"
"559","6.643510","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"560","6.644751","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"561","6.644777","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=357849 Win=64860 Len=0","54428","443"
"562","6.648022","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"563","6.649240","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"564","6.649266","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=360709 Win=64860 Len=0","54428","443"
"565","6.653525","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"566","6.654742","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"567","6.654772","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=363569 Win=64860 Len=0","54428","443"
"568","6.662109","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"569","6.662674","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"570","6.662703","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=366429 Win=64860 Len=0","54428","443"
"571","6.664964","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"572","6.666404","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"573","6.666447","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=369289 Win=64860 Len=0","54428","443"
"574","6.670379","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"575","6.671657","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"576","6.671688","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=372149 Win=64860 Len=0","54428","443"
"577","6.675974","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"578","6.677190","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"579","6.677219","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=375009 Win=64860 Len=0","54428","443"
"580","6.682871","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"581","6.683912","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"582","6.683936","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=377869 Win=64860 Len=0","54428","443"
"583","6.687190","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"584","6.688430","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"585","6.688457","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=380729 Win=64860 Len=0","54428","443"
"586","6.692767","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"587","6.696245","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"588","6.696272","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=383589 Win=64860 Len=0","54428","443"
"589","6.701885","192.168.0.14","74.125.232.248","TCP","55","54446  >  80 [ACK] Seq=1 Ack=1 Win=16094 Len=1","54446","80"
"590","6.702159","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"591","6.703503","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"592","6.703529","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=386449 Win=64860 Len=0","54428","443"
"593","6.711950","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"594","6.713089","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"595","6.713121","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=389309 Win=64860 Len=0","54428","443"
"596","6.722442","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"597","6.723691","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"598","6.723717","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=392169 Win=64860 Len=0","54428","443"
"599","6.733151","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"600","6.733490","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"601","6.733523","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=395029 Win=64860 Len=0","54428","443"
"602","6.739142","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"603","6.740324","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data, Application Data","443","54428"
"604","6.740351","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=397889 Win=64860 Len=0","54428","443"
"605","6.748623","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"606","6.749859","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"607","6.749887","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=400749 Win=64860 Len=0","54428","443"
"608","6.757121","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"609","6.758560","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"610","6.758587","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=403609 Win=64860 Len=0","54428","443"
"611","6.767545","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"612","6.769084","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"613","6.769116","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=406469 Win=64860 Len=0","54428","443"
"614","6.771959","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"615","6.773545","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"616","6.773576","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=409329 Win=64860 Len=0","54428","443"
"617","6.778101","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"618","6.779272","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"619","6.779293","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=412189 Win=64860 Len=0","54428","443"
"620","6.784639","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"621","6.785758","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"622","6.785777","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=415049 Win=64860 Len=0","54428","443"
"623","6.790503","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"624","6.791713","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"625","6.791731","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=417909 Win=64860 Len=0","54428","443"
"626","6.798255","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"627","6.798826","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"628","6.798853","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=420769 Win=64860 Len=0","54428","443"
"629","6.803013","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"630","6.804262","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"631","6.804290","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=423629 Win=64860 Len=0","54428","443"
"632","6.809031","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"633","6.810366","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"634","6.810392","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=426489 Win=64860 Len=0","54428","443"
"635","6.815540","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"636","6.816713","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"637","6.816740","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=429349 Win=64860 Len=0","54428","443"
"638","6.822265","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data, Application Data","443","54428"
"639","6.823459","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"640","6.823485","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0","54428","443"
"641","6.835649","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"642","6.835694","192.168.0.14","74.125.131.198","TCP","66","[TCP Dup ACK 640#1] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=435069 SRE=436499","54428","443"
"643","6.839241","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"644","6.839269","192.168.0.14","74.125.131.198","TCP","66","[TCP Dup ACK 640#2] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=435069 SRE=437929","54428","443"
"645","6.848225","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"646","6.848265","192.168.0.14","74.125.131.198","TCP","74","[TCP Dup ACK 640#3] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=440789 SRE=442219 SLE=435069 SRE=437929","54428","443"
"647","6.858485","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"648","6.858522","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 640#4] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=446509 SRE=447939 SLE=440789 SRE=442219 SLE=435069 SRE=437929","54428","443"
"649","6.859433","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"650","6.859464","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 640#5] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=446509 SRE=449369 SLE=440789 SRE=442219 SLE=435069 SRE=437929","54428","443"
"651","6.864401","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"652","6.864433","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 640#6] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=446509 SRE=450799 SLE=440789 SRE=442219 SLE=435069 SRE=437929","54428","443"
"653","6.868155","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
